,nof_selected_features,nof_samples,min_test_error_0,min_test_error_1,min_test_error_2,min_test_error_3,min_test_error_4,min_test_error_5,min_test_error_6,min_test_error_7,min_test_error_8,min_test_error_9
76,170,80,0.15,0.0,0.15,0.2,0.15,0.15,0.15,0.15,0.05,0.2
77,180,80,0.15,0.15,0.05,0.25,0.05,0.05,0.05,0.05,0.25,0.05
78,190,80,0.1,0.05,0.2,0.15,0.05,0.15,0.05,0.2,0.1,0.15
79,200,80,0.1,0.0,0.1,0.1,0.05,0.2,0.1,0.1,0.1,0.15
80,10,100,0.08,0.08,0.12,0.0,0.04,0.08,0.04,0.12,0.0,0.12
81,20,100,0.12,0.12,0.12,0.04,0.0,0.0,0.12,0.16,0.08,0.04
82,30,100,0.04,0.04,0.2,0.08,0.12,0.12,0.12,0.08,0.2,0.04
83,40,100,0.16,0.08,0.08,0.08,0.08,0.08,0.2,0.04,0.12,0.04
84,50,100,0.2,0.16,0.08,0.16,0.12,0.12,0.04,0.04,0.0,0.08
85,60,100,0.08,0.08,0.16,0.12,0.12,0.12,0.0,0.12,0.08,0.0
86,70,100,0.04,0.08,0.12,0.08,0.16,0.16,0.08,0.16,0.16,0.12
87,80,100,0.08,0.16,0.04,0.04,0.08,0.16,0.04,0.04,0.16,0.12
88,90,100,0.04,0.12,0.08,0.08,0.12,0.08,0.08,0.16,0.16,0.12
89,100,100,0.0,0.08,0.12,0.08,0.16,0.08,0.24,0.04,0.16,0.16
90,110,100,0.04,0.08,0.08,0.12,0.12,0.12,0.12,0.12,0.08,0.0
91,120,100,0.16,0.16,0.12,0.12,0.2,0.12,0.08,0.08,0.08,0.24
92,130,100,0.12,0.08,0.0,0.04,0.04,0.24,0.08,0.04,0.04,0.0
