,nof_selected_features,nof_samples,min_test_error_0,min_test_error_1,min_test_error_2,min_test_error_3,min_test_error_4,min_test_error_5,min_test_error_6,min_test_error_7,min_test_error_8,min_test_error_9
370,110,380,0.16842105263157894,0.10526315789473684,0.09473684210526316,0.2631578947368421,0.1368421052631579,0.08421052631578947,0.23157894736842105,0.18947368421052632,0.14736842105263157,0.15789473684210525
371,120,380,0.10526315789473684,0.11578947368421053,0.14736842105263157,0.1368421052631579,0.10526315789473684,0.16842105263157894,0.08421052631578947,0.09473684210526316,0.15789473684210525,0.11578947368421053
372,130,380,0.15789473684210525,0.042105263157894736,0.14736842105263157,0.18947368421052632,0.17894736842105263,0.17894736842105263,0.18947368421052632,0.11578947368421053,0.16842105263157894,0.2
373,140,380,0.12631578947368421,0.16842105263157894,0.2631578947368421,0.14736842105263157,0.16842105263157894,0.12631578947368421,0.08421052631578947,0.16842105263157894,0.11578947368421053,0.07368421052631578
374,150,380,0.24210526315789474,0.08421052631578947,0.12631578947368421,0.18947368421052632,0.14736842105263157,0.15789473684210525,0.09473684210526316,0.16842105263157894,0.05263157894736842,0.15789473684210525
375,160,380,0.18947368421052632,0.12631578947368421,0.09473684210526316,0.12631578947368421,0.1368421052631579,0.15789473684210525,0.17894736842105263,0.15789473684210525,0.23157894736842105,0.09473684210526316
376,170,380,0.15789473684210525,0.15789473684210525,0.08421052631578947,0.12631578947368421,0.11578947368421053,0.06315789473684211,0.11578947368421053,0.2,0.16842105263157894,0.15789473684210525
377,180,380,0.09473684210526316,0.11578947368421053,0.14736842105263157,0.1368421052631579,0.06315789473684211,0.14736842105263157,0.11578947368421053,0.21052631578947367,0.08421052631578947,0.10526315789473684
378,190,380,0.14736842105263157,0.17894736842105263,0.12631578947368421,0.17894736842105263,0.28421052631578947,0.09473684210526316,0.14736842105263157,0.17894736842105263,0.06315789473684211,0.08421052631578947
379,200,380,0.10526315789473684,0.17894736842105263,0.09473684210526316,0.2,0.10526315789473684,0.15789473684210525,0.06315789473684211,0.15789473684210525,0.18947368421052632,0.07368421052631578
380,10,400,0.3,0.41,0.5,0.36,0.43,0.33,0.49,0.42,0.41,0.23
381,20,400,0.27,0.24,0.22,0.23,0.17,0.33,0.37,0.38,0.34,0.32
382,30,400,0.18,0.21,0.28,0.1,0.32,0.26,0.31,0.34,0.35,0.23
383,40,400,0.26,0.2,0.15,0.24,0.29,0.23,0.12,0.37,0.27,0.34
384,50,400,0.32,0.26,0.29,0.18,0.25,0.16,0.12,0.16,0.2,0.33
385,60,400,0.23,0.34,0.23,0.31,0.17,0.09,0.12,0.23,0.27,0.32
